name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
PDC World Championship Darts: Pro Tour,Wii,2010.0,Sports,O-Games,NaN,0,0.09,0,NaN,NaN
Hollywood Squares,Wii,2010.0,Misc,Ubisoft,Ubisoft,0.1,0,0,NaN,#VALUE!
Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,Vivendi Games,Magenta Software,0.08,0.02,0,56.0,#VALUE!
Irozuki Tingle no Koi no Balloon Trip,DS,2009.0,Adventure,Nintendo,NaN,0,0,0.11,NaN,NaN
Silly Bandz: Play The Craze,DS,2010.0,Puzzle,Deep Silver,NaN,0.1,0,0,NaN,NaN
RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,Guerilla Cambridge,0.03,0.05,0.01,79.0,7.9
Final Fantasy I & II,NES,1994.0,Role-Playing,Square,NaN,0,0,0.11,NaN,NaN
Starsky & Hutch,GC,2003.0,Racing,BAM! Entertainment,NaN,0.08,0.02,0,NaN,NaN
Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,Krome Studios,0.1,0,0,44.0,5.7
Langrisser IV,SAT,1997.0,Strategy,NCS,NaN,0,0,0.11,NaN,NaN
ATV Quad Kings,DS,2010.0,Racing,Storm City Games,Beyond Reality,0.1,0,0,47.0,#VALUE!
FoxKids.com Micro Maniacs Racing,PS,2000.0,Racing,Codemasters,NaN,0.06,0.04,0,NaN,NaN
Hexen: Beyond Heretic,PS,1997.0,Shooter,GT Interactive,NaN,0.06,0.04,0,NaN,NaN
NBA Live 16,XOne,2015.0,Sports,Electronic Arts,EA Sports,0.09,0.01,0,60.0,5.6
Arcade Party Pak,PS,1999.0,Misc,Midway Games,NaN,0.06,0.04,0,NaN,NaN
Deus Ex: Human Revolution,WiiU,2013.0,Shooter,Square Enix,NaN,0.05,0.05,0,NaN,NaN
Sonic Generations,PC,2011.0,Platform,Sega,Sega,0.02,0.07,0,77.0,8.3
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,Namco Bandai Games,NaN,0,0,0.11,NaN,NaN
Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,Coyote Console,0.1,0,0,NaN,#VALUE!
Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,Eidos Interactive,0.05,0.04,0,NaN,#VALUE!
Dragon Quest & Final Fantasy in Itadaki Street...,PSP,2006.0,Misc,Square Enix,NaN,0,0,0.11,NaN,NaN
Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,High Voltage Software,0.1,0,0,48.0,3.5
Railroad Tycoon II,PS,1999.0,Strategy,PopTop Software,NaN,0.06,0.04,0,NaN,NaN
The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,Handheld Games,0.1,0,0,NaN,#VALUE!
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,Konami Digital Entertainment,NaN,0,0,0.11,NaN,NaN
Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,Harmonix Music Systems,0.1,0,0,NaN,#VALUE!
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993.0,Role-Playing,TOHO,NaN,0,0,0.11,NaN,NaN
Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,War Drum Studios,0.08,0.02,0,NaN,7.5
The Penguins of Madagascar: Dr. Blowhole Retur...,X360,2011.0,Action,THQ,NaN,0.07,0.03,0,NaN,NaN
Planet 51,X360,2009.0,Action,Sega,Pyro Studios,0.07,0.03,0,53.0,#VALUE!
The BIGS,PSP,2007.0,Sports,Take-Two Interactive,Blue Castle Games,0.1,0,0,72.0,#VALUE!
[Prototype 2],PC,2012.0,Action,Activision,Radical Entertainment,0.07,0.03,0,76.0,6.4
Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,Rebellion,0.05,0.05,0,62.0,7.2
Happy Feet Two,PS3,NaN,Action,Warner Bros. Interactive Entertainment,NaN,0.09,0,0,NaN,NaN
Victory Zone,PS,1995.0,Misc,Sony Computer Entertainment,NaN,0,0,0.1,NaN,NaN
Cabela's North American Adventures,X360,2010.0,Sports,Activision,FUN Labs,0.1,0,0,51.0,9
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,Neverland,0.1,0,0,43.0,5.6
Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,Activision,0.06,0.03,0,NaN,#VALUE!
Goal Storm '97,PS,1996.0,Sports,Konami Digital Entertainment,NaN,0.01,0,0.09,NaN,NaN
Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,NaN,0.1,0,0,NaN,NaN
Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,Happy Happening,0.08,0.02,0,75.0,7
Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,Koei,0.08,0.03,0,56.0,#VALUE!
God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,Shift,0,0.01,0.09,69.0,8
Pachi-Slot Aruze Oukoku 3,PS,2000.0,Misc,Aruze Corp,NaN,0,0,0.1,NaN,NaN
Tournament Pool,Wii,2009.0,Sports,Destineer,Destineer,0.1,0,0,NaN,#VALUE!
Rock Band Track Pack: Classic Rock,PS3,2009.0,Misc,MTV Games,Harmonix Music Systems,0.1,0,0,NaN,#VALUE!
Aqua Aqua,PS2,2000.0,Puzzle,3DO,Zed Two Limited,0.05,0.04,0,79.0,#VALUE!
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,Arc System Works,0.05,0.01,0.04,64.0,6.1
Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,505 Games,NaN,0.1,0,0,NaN,NaN
Mega Man Zero 4,GBA,2005.0,Platform,Capcom,Inti,0.08,0.03,0,77.0,9.1
NASCAR '14,PS3,2014.0,Racing,Deep Silver,Eutechnyx,0.09,0,0,67.0,4.6
Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,Griptonite Games,0.09,0.01,0,53.0,4.8
Black Bass with Blue Marlin,PS,1999.0,Sports,Starfish,NaN,0.06,0.04,0,NaN,NaN
DJ Max Fever,PSP,2009.0,Misc,PM Studios,Pentavision Entertainment,0.09,0,0,77.0,6.5
Mega Man Battle Network 5: Double Team DS (JP ...,DS,2005.0,Role-Playing,Nintendo,NaN,0,0,0.11,NaN,NaN
Shrek: Forever After,X360,2010.0,Platform,Activision,Xpec,0.1,0,0,62.0,6.2
My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,Eidos Interactive,0.1,0,0,NaN,#VALUE!
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,Aqua Plus,NaN,0,0,0.11,NaN,NaN
Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,Keen Games,0.07,0.03,0,82.0,7.3
Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,Konami,0.04,0.06,0,85.0,6.2
Hyper Formation Soccer,PS,1995.0,Sports,Human Entertainment,NaN,0,0,0.1,NaN,NaN
Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,EA Sports,0.08,0.02,0,82.0,4.8
Jupiter Strike,PS,1994.0,Shooter,Acclaim Entertainment,NaN,0.06,0.04,0,NaN,NaN
Totally Spies! Totally Party,Wii,2008.0,Misc,Ubisoft,NaN,0.09,0.01,0,NaN,NaN
Sudokuro,DS,2007.0,Puzzle,Crave Entertainment,FrontLine Studios,0.1,0,0,NaN,#VALUE!
ArmA III,PC,2013.0,Shooter,Bohemia Interactive,Bohemia Interactive,0,0.1,0,74.0,7.4
Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,Unknown,NaN,0,0,0.11,NaN,NaN
Metal Gear Solid Integral,PS,1999.0,Adventure,Konami Digital Entertainment,NaN,0,0,0.1,NaN,NaN
Tetris Evolution,X360,2007.0,Puzzle,THQ,Mass Media,0.08,0.02,0,52.0,#VALUE!
Green Lantern: Rise of the Manhunters,DS,2011.0,Action,Warner Bros. Interactive Entertainment,Griptonite Games,0.07,0.02,0,NaN,#VALUE!
FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,EA Canada,0.1,0,0,72.0,7.3
Fit in Six,Wii,2011.0,Sports,Ubisoft,Blue Byte,0.1,0,0,NaN,#VALUE!
Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,Kuju Entertainment,0.08,0.02,0,54.0,5.9
Naruto Shippuden: Naruto vs. Sasuke,DS,2008.0,Action,Takara Tomy,Takara Tomy,0.07,0,0.03,64.0,#VALUE!
MLB 14: The Show,PSV,2014.0,Sports,Sony Computer Entertainment America,SCEA San Diego Studios,0.08,0,0,68.0,7
Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,Rebellion,0.09,0.01,0,28.0,2.8
Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,Rebellion,0.07,0.02,0,71.0,#VALUE!
Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,NaN,0,0,0.11,NaN,NaN
Sakura Wars,DC,2000.0,Adventure,Sega,NaN,0,0,0.11,NaN,NaN
Jampack Volume 14 (RP-T),PS2,2006.0,Misc,Sony Computer Entertainment,NaN,0.05,0.04,0,NaN,NaN
Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,NaN,0,0,0.11,NaN,NaN
Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,Warthog,0.08,0.02,0,64.0,8.2
Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,NaN,0,0.04,0.06,NaN,NaN
Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,VU Games,0.06,0.04,0,46.0,NaN
Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,Coyote Developments,0.06,0.04,0,64.0,6.1
Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,NaN,0,0,0.11,NaN,NaN
Fight Club,XB,2004.0,Fighting,Vivendi Games,Genuine Games,0.08,0.02,0,37.0,4.7
WWE 2K17,X360,2016.0,Sports,Take-Two Interactive,Yuke's,0.05,0.04,0,NaN,#VALUE!
Carnage Heart,PS,1995.0,Strategy,Sony Computer Entertainment,NaN,0.01,0.01,0.09,NaN,NaN
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,Ubisoft Montreal,0,0.08,0,83.0,5.2
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,Take-Two Interactive,NaN,0.06,0.04,0,NaN,NaN
Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,Namco Bandai Games,NaN,0,0,0.11,NaN,NaN
Robotics;Notes,PS3,2012.0,Adventure,5pb,NaN,0,0,0.11,NaN,NaN
Disney Channel Collection Vol. 1,GBA,2004.0,Misc,NaN,NaN,0.08,0.03,0,NaN,NaN
Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,Razorworks Studios,0.05,0.04,0,59.0,#VALUE!
The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,The Adventure Company,XPEC Entertainment Inc.,0.07,0.03,0,50.0,#VALUE!
Virtual Hydlide,SAT,1995.0,Role-Playing,Sega,NaN,0,0,0.11,NaN,NaN
Rango: The Video Game,DS,2011.0,Action,Electronic Arts,Behavior Studios,0.07,0.03,0,55.0,#VALUE!
Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,NaN,0,0,0.11,NaN,NaN
Space Invaders,GBA,2002.0,Shooter,Activision,NaN,0.08,0.03,0,NaN,NaN
FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,Bugbear,0.07,0.02,0,80.0,8.8
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,NaN,0.08,0,0.01,NaN,NaN
Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,Bandai,0.06,0.04,0,51.0,9
Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,NaN,0.1,0,0,NaN,NaN
Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,Artdink,0,0.04,0.06,66.0,7.5
Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,NaN,0,0,0.11,NaN,NaN
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,Examu,0.05,0,0.05,75.0,7.8
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,Konami Digital Entertainment,NaN,0,0,0.11,NaN,NaN
Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,FireFly Studios,0,0.1,0,75.0,4.9
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,NaN,0,0,0.11,NaN,NaN
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,Immersion Software & Graphics,0.1,0,0,54.0,7.1
Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,Namco,0.08,0.02,0,54.0,7.4
Hysteria Hospital: Emergency Ward,DS,2009.0,Action,Oxygen Interactive,Gameinvest,0.1,0,0,45.0,#VALUE!
Project: Horned Owl,PS,1995.0,Shooter,Sony Computer Entertainment,NaN,0.03,0.02,0.05,NaN,NaN
Mobile Suit Gundam Age: Universe Accel / Cosmi...,PSP,2012.0,Action,Namco Bandai Games,NaN,0,0,0.11,NaN,NaN
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,Vicious Cycle,0.05,0.04,0,60.0,6.5
Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,Vanguard,0.1,0,0,79.0,8.5
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,Namco Bandai Games,NaN,0,0,0.11,NaN,NaN
Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,Konami Digital Entertainment,NaN,0,0,0.11,NaN,NaN
Skylanders Imaginators,PS3,2016.0,Platform,Activision,Toys for Bob,0.02,0.07,0,NaN,#VALUE!
Cabela's Dangerous Hunts 2,XB,2005.0,Sports,Activision,Sand Grain Studios,0.08,0.02,0,63.0,#VALUE!
Fate/Extella: The Umbral Star,PS4,2016.0,Action,PQube,Marvelous Inc.,0,0,0.11,NaN,NaN
Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,NaN,0,0,0.11,NaN,NaN
Big League Sports: Summer,DS,2009.0,Sports,Activision,Koolhaus Games,0.09,0,0,NaN,#VALUE!
SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,Full-Fat,0.08,0.03,0,62.0,7.8
Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,NaN,0.06,0.04,0,NaN,NaN
D,PS,1995.0,Adventure,Acclaim Entertainment,NaN,0,0,0.1,NaN,NaN
Rock Revolution,DS,2008.0,Misc,Konami Digital Entertainment,"Zoe Mode, HB Studios Multimedia",0.1,0,0,NaN,6.8
X-Men: The Official Game,DS,2006.0,Action,Activision,Amaze Entertainment,0.1,0,0,50.0,7.8
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,Idea Factory,0.05,0.04,0,75.0,7.3
Ennichi no Tatsujin,Wii,2006.0,Misc,Namco Bandai Games,NaN,0,0,0.1,NaN,NaN
Mind Zero,PSV,2013.0,Role-Playing,GungHo,Zerodiv,0.05,0,0.04,59.0,6
Rocky Balboa,PSP,2007.0,Sports,Ubisoft,Ubisoft,0.01,0.09,0,58.0,6.6
Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,NaN,0,0,0.1,NaN,NaN
Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,NaN,0,0,0.1,NaN,NaN
Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,NaN,0,0,0.1,NaN,NaN
Taiko no Tatsujin: V Version,PSV,2015.0,Action,Namco Bandai Games,NaN,0,0,0.1,NaN,NaN
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,Midway,0.05,0.04,0,24.0,4.1
Top Spin,PS2,2005.0,Sports,Take-Two Interactive,Pam Development,0.05,0.04,0,67.0,7.8
Derby Stallion P,PSP,2006.0,Sports,Enterbrain,NaN,0,0,0.1,NaN,NaN
Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,Ubisoft,0.1,0,0,47.0,5.3
Kamen Rider: Battride War II,PS3,2014.0,Action,Namco Bandai Games,NaN,0,0,0.1,NaN,NaN
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,NaN,0,0,0.1,NaN,NaN
UFC: Tapout 2,XB,2003.0,Fighting,Capcom,DreamFactory,0.08,0.02,0,66.0,7.3
Kirarin * Revolution: Tsukutte Misechao! Kime ...,DS,2007.0,Simulation,Konami Digital Entertainment,NaN,0,0,0.1,NaN,NaN
The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,KING Art,0,0.08,0,82.0,8.2
My First Dollhouse,DS,2010.0,Misc,505 Games,505 Games,0.1,0,0,NaN,#VALUE!
Dreamer Series: Top Model,DS,2009.0,Simulation,DreamCatcher Interactive,NaN,0.1,0,0,NaN,#VALUE!
Science Papa,DS,2009.0,Misc,Activision,Activision,0.09,0.01,0,NaN,#VALUE!
The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,Page 44 Studios,0.09,0,0,59.0,7.9
American Girl: Julie Finds a Way,DS,2007.0,Adventure,THQ,Webfoot Technologies,0.1,0,0,NaN,#VALUE!
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,Namco Bandai Games,NaN,0,0,0.1,NaN,NaN
Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,NaN,0,0,0.1,NaN,NaN
Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,Coldwood Interactive,0.1,0,0,NaN,#VALUE!
Vexx,XB,2003.0,Platform,Acclaim Entertainment,Acclaim,0.08,0.02,0,70.0,8.5
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,Electronic Arts,0.05,0.04,0,70.0,7.7
Pariah,XB,2005.0,Action,Hip Interactive,Digital Extremes,0.08,0.02,0,70.0,7.4
Cabela's Outdoor Adventures,XB,2005.0,Sports,Zoo Digital Publishing,FUN Labs,0.08,0.02,0,NaN,#VALUE!
Fatal Frame 2: Wii Edition,Wii,2012.0,Action,Nintendo,NaN,0,0,0.1,NaN,NaN
Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,SNK,0.08,0.02,0,76.0,5.1
World Series of Poker: Tournament of Champions...,PSP,2006.0,Misc,Activision,NaN,0.1,0,0,NaN,NaN
Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,Deibus Studios,0.05,0.04,0,NaN,NaN
Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,"Deep Silver, Keen Games",0.03,0.04,0.03,56.0,3.4
Yoostar2,PS3,2011.0,Misc,Unknown,Blitz Games Studios,0.04,0.04,0,54.0,#VALUE!
Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,Namco Bandai Games,NaN,0,0,0.1,NaN,NaN
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,KCET,0.09,0,0,79.0,6.5
Banjo-Pilot,GBA,2005.0,Racing,THQ,Rare Ltd.,0.07,0.03,0,68.0,5.9
Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,Tecmo,0.02,0.02,0.06,69.0,8.3
Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,InXile Entertainment,0.03,0.06,0,81.0,7.3
The First Templar,X360,2011.0,Action,Kalypso Media,Haemimont,0.06,0.04,0,52.0,6.3
Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,SCE Japan Studio,0,0.03,0.06,81.0,8.3
Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,NaN,0,0,0.1,NaN,NaN
Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,Hudson Soft,0.05,0.04,0,54.0,4
Princess Debut,DS,2008.0,Misc,Cave,Cave,0.1,0,0,71.0,7.4
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,Konami,0,0.1,0,74.0,4.4
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,NaN,0.05,0.04,0,NaN,NaN
Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,Swingin' Ape,0.08,0.02,0,83.0,9.3
Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,Atlus,NaN,0,0,0.1,NaN,NaN
The Bachelor: The Videogame,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,NaN,0.1,0,0,NaN,NaN
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,Ubisoft Montreal,0.08,0.02,0,81.0,8.5
Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,LucasArts,0.05,0.04,0,84.0,8.2
Disney's Chicken Little: Ace In Action,Wii,NaN,Shooter,Disney Interactive Studios,Avalanche Software,0.09,0,0,72.0,#VALUE!
The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,Artificial Mind and Movement,0.09,0.01,0,61.0,7.8
Imagine: Soccer Captain,DS,2009.0,Sports,Ubisoft,Powerhead Games,0.1,0,0,NaN,#VALUE!
Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,NaN,0,0,0.1,NaN,NaN
Brain Quest: Grades 5 & 6,DS,2008.0,Misc,Electronic Arts,NaN,0.1,0,0,NaN,NaN
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,Ludia Inc.,0.1,0,0,NaN,#VALUE!
Boku no Natsuyasumi Portable: Mushi Mushi Haka...,PSP,2006.0,Adventure,Sony Computer Entertainment,NaN,0,0,0.1,NaN,NaN
The Penguins of Madagascar: Dr. Blowhole Retur...,DS,2011.0,Action,THQ,NaN,0.06,0.03,0,NaN,NaN
Power Rangers: Super Legends,DS,2007.0,Action,Disney Interactive Studios,NaN,0.08,0.02,0,NaN,NaN
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,Namco Bandai Games,NaN,0,0,0.1,NaN,NaN
Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,NaN,0,0,0.1,NaN,NaN
Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,Page 44 Studios,0.1,0,0,61.0,7.4
Corvette Evolution GT,DS,2008.0,Racing,Black Bean Games,Jack of All Games,0.1,0,0,NaN,#VALUE!
Momotarou Dentetsu 16,Wii,2007.0,Misc,Hudson Soft,NaN,0,0,0.1,NaN,NaN
Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,SCEE,0.05,0.04,0,78.0,8.6
Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,Magic Pockets,0.07,0.03,0,78.0,9.3
Syberia,XB,2003.0,Action,Microids,Microids,0.08,0.02,0,72.0,7
Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,Frontier Developments,0.09,0,0,72.0,0.6
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,Ubisoft Shanghai,0.09,0.01,0,66.0,6
G1 Jockey 3,PS2,2002.0,Sports,THQ,Koei/Inis,0.02,0.01,0.07,71.0,9
Family Fun Football,Wii,2009.0,Sports,Tecmo Koei,"Seamless Entertainment, Inc.",0.1,0,0,NaN,#VALUE!
Atsumare! Power Pro Kun no DS Koushien,DS,NaN,Sports,NaN,NaN,0,0,0.1,NaN,NaN
Exit DS,DS,2008.0,Puzzle,Square Enix,Moss,0.09,0,0.01,64.0,6.7
Revolution X,PS,1995.0,Shooter,Acclaim Entertainment,NaN,0.06,0.04,0,NaN,NaN
Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,NaN,0,0,0.1,NaN,NaN
Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,Sting,0.07,0.03,0,76.0,9.2
Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,Gaijin Entertainment,0.07,0.02,0,52.0,6.5
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,Sting,0.05,0,0.04,73.0,7.9
Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,NaN,0.07,0.03,0,NaN,NaN
Dungeon Travelers 2: The Royal Library & The M...,PSV,2014.0,Role-Playing,Atlus,NaN,0.03,0.02,0.05,NaN,NaN
"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,NaN,0.1,0,0,NaN,NaN
Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,Backbone Entertainment,0.09,0,0,51.0,#VALUE!
Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,Taito Corporation,0.05,0.04,0,72.0,7.5
Doko Demo Issho,PSP,2004.0,Misc,Sony Computer Entertainment,NaN,0,0,0.1,NaN,NaN
Universe at War: Earth Assault,X360,2008.0,Action,Sega,Petroglyph,0.09,0.01,0,66.0,8.3
Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,WayForward,0.09,0.01,0,NaN,#VALUE!
Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,"Joindots, Mastertronic",0.05,0.05,0,NaN,#VALUE!
Beyond Good & Evil,XB,2003.0,Adventure,Ubisoft,NaN,0.08,0.02,0,NaN,NaN
Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,Namco,0.05,0.04,0,51.0,6.2
Just In Time Translations,DS,2009.0,Misc,THQ,THQ,0.1,0,0,NaN,#VALUE!
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995.0,Fighting,Atlus,NaN,0,0,0.1,NaN,NaN
Vandal Hearts II,PS,1999.0,Strategy,Konami Digital Entertainment,NaN,0.06,0.04,0,NaN,NaN
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,Ubisoft Annecy,NaN,0,0,0.1,NaN,NaN
Rome: Total War,PC,2004.0,Strategy,Activision,Creative Assembly,0,0.09,0,92.0,9.1
Toaru Majutsu no Index,PSP,2011.0,Adventure,Kadokawa Shoten,NaN,0,0,0.1,NaN,NaN
Doom 3,PC,2004.0,Shooter,Activision,id Software,0.05,0.04,0,87.0,7.6
WireWay,DS,2009.0,Adventure,Konami Digital Entertainment,Konami,0.1,0,0,62.0,#VALUE!
Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,Art,0.09,0,0,34.0,#VALUE!
Uta no Prince-Sama: Music,PSP,2011.0,Misc,Broccoli,NaN,0,0,0.1,NaN,NaN
UNO / Skip-Bo / UNO Freefall,DS,2006.0,Misc,Zoo Digital Publishing,Black Lantern Studios,0.1,0,0,59.0,#VALUE!
Ride,XOne,2015.0,Racing,Milestone S.r.l.,Milestone S.r.l,0.04,0.05,0,54.0,5.3
Culdcept DS,DS,2008.0,Strategy,Sega,NaN,0,0,0.1,NaN,NaN
NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,Eutechnyx,0.09,0,0,72.0,3.4
How to Train Your Dragon 2,PS3,2014.0,Adventure,Little Orbit,Torus Games,0.03,0.06,0,NaN,#VALUE!
JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,FeelPlus,0.07,0.01,0.01,39.0,5.6
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,Konami Digital Entertainment,NaN,0.09,0.01,0,NaN,NaN
Colin McRae Rally 04,XB,2004.0,Racing,Codemasters,Codemasters,0.08,0.02,0,84.0,8.1
